SYSNO,Author,Advisor,Title_Pt,Subtitle_pt,Title_En,Subtitle_en,Type,Field,Year,Keywords,Subject(Library)
736471,"Abe, Jair Minoro","Costa, Newton Carneiro Affonso da",Fundamentos da lógica anotada,NA,NA,NA,Tese (Doutorado),FILOSOFIA,1992,NA,FILOSOFIA|FILOSOFIA DA CIÊNCIA|LÓGICA
736917,"Munoz, Alberto Alonso","Chauí, Marilena de Souza",Tempo e reflexao em merleau-ponty,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1993,NA,"FILOSOFIA CONTEMPORÂNEA|MERLEAU-PONTY, MAURICE"
736983,"Del Nero, Henrique Schützer","Mariconda, Pablo Ruben",Problema da mente na ciencia cognitiva,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1992,NA,FILOSOFIA|FILOSOFIA DA CIÊNCIA|PSICOLOGIA (FILOSOFIA;TEORIA)|PSICOPATOLOGIA|PSIQUIATRIA
736996,"Vasconcelos, Júlio Celso Ribeiro de","Mariconda, Pablo Ruben",Análise da teoria dos projeteis dos discorsi de Galileo,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1992,NA,FILOSOFIA|EPISTEMOLOGIA|FILOSOFIA DA CIÊNCIA|FILOSOFIA DO RENASCIMENTO
737097,"Santos, Gislene Aparecida dos","Prado Jr., Bento",Luzes e a representacao do negro no brasil,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1993,NA,FILOSOFIA|ILUMINISMO|NEGROS|LIBERALISMO
737349,"Ternes, Jose","Chauí, Marilena de Souza",Michel Foucault e a idade do homem,NA,NA,NA,Tese (Doutorado),FILOSOFIA,1993,NA,FILOSOFIA CONTEMPORÂNEA|PENSAMENTO
737377,"Moutinho, Luiz Damon Santos","Moura, Carlos Alberto Ribeiro",Psicologia e fenomenologia em sartre,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1993,NA,FILOSOFIA CONTEMPORÂNEA|FENOMENOLOGIA|PSICOLOGIA
737440,"Vieira Neto, Paulo","Giannotti, José Arthur",Matemática e filosofia na crítica da razão pura,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1993,NA,EPISTEMOLOGIA|FILOSOFIA MODERNA
737596,"Ribeiro, Maria Cristina Marques","Chauí, Marilena de Souza",Movimento do pensar em Freud,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1993,NA,FILOSOFIA|RETÓRICA|TERAPIA CENTRADA NO CLIENTE|PSICANÁLISE
737703,"Franca, Fernando Cesar Teixeira","Chauí, Marilena de Souza",Criacao e dialetica,o pensamento historico-politico de cornelius castoriadis,NA,NA,Dissertação (Mestrado),FILOSOFIA,1993,NA,FILOSOFIA|FILOSOFIA CONTEMPORÂNEA|IDEOLOGIA POLÍTICA
737853,"Queiroz, Renato da Silva",NA,Caminho do paraíso,estudo antropológico sobre o surto messiânico - milenarista do catlule,NA,NA,Tese (Livre Docência),FILOSOFIA,1993,NA,RELIGIÃO|MESSIANISMO|IGREJA E ESTADO|ANTROPOLOGIA CULTURAL E SOCIAL
738249,"Sassatelli, Pietro","Silva, Franklin Leopoldo e",Etica da libertacao,uma abordagem filosofica,NA,NA,Tese (Doutorado),FILOSOFIA,1993,NA,ÉTICA|FILOSOFIA MODERNA
738320,"Chaimovich, Felipe Soeiro","Silva, Oswaldo Porchat de Assis Pereira da",Loke e o conhecimento do mundo exterior,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1993,NA,FILOSOFIA
738422,"Wellausen, Saly da Silva","Silva, Franklin Leopoldo e",Liberdade no pensamento de Michel Foucault,NA,NA,NA,Tese (Doutorado),FILOSOFIA,1993,NA,FILOSOFIA CONTEMPORÂNEA|PENSAMENTO|LIBERDADE
738458,"Giannotti, Marco","Prado Jr., Bento",Doutrina-das-cores - J. W. Goethe,uma experiência poética,NA,NA,Dissertação (Mestrado),FILOSOFIA,1993,NA,FILOSOFIA|ESTÉTICA|COR (TEORIA)
738468,"Santos, Maria Cecília Loschiavo dos","Arantes, Otilia Beatriz Fiori",Tradição e modernidade no móvel brasileiro,"visões da utopia na obra de Carrera, Tenreno, Zanine e Sergio Rodrigues",NA,NA,Tese (Doutorado),FILOSOFIA,1993,NA,FILOSOFIA|FILOSOFIA DA ARTE|ARTES PLÁSTICAS|MOBILIÁRIO
738515,"Rebollo, Regina Andre","Mariconda, Pablo Ruben",Exame de bases cientificas e metafisicas da homeopatia de samuel hahnemann,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1993,NA,FILOSOFIA|FILOSOFIA DA CIÊNCIA
738522,"Albieri, Sara","Monteiro, João Paulo",David Hume,filósofo e historiador,NA,NA,Tese (Doutorado),FILOSOFIA,1993,NA,FILOSOFIA|FILOSOFIA (DIC ENCICLOPEDIAS)|FILOSOFIA MODERNA
738594,"Goncalves, Ricardo","Watanabe, Lygia Araujo",Da harmonia nao aparente que em natureza ama ocultar-se,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1995,NA,FILOSOFIA|FILOSOFIA ANTIGA
738663,"Cruz, Eduardo Vieira da","Torres Filho, Rubens Rodrigues",Estatuto antologico da materia da filosofia de duns escoto,"introducao, traducao e notas do opus oxoniense, ii, distincao 12",NA,NA,Dissertação (Mestrado),FILOSOFIA,1993,NA,FILOSOFIA
738825,"Chaves, Ernani Pinheiro","Silva, Franklin Leopoldo e",Mito e historia,um estudo da recepcao de nietzsche em walter benjamin,NA,NA,Tese (Doutorado),FILOSOFIA,1993,NA,"FILOSOFIA|FILOSOFIA CONTEMPORÂNEA|Benjamin, Walter|MITOLOGIA|MITOS"
739082,"Guide, Mario Luiz","Kuntz, Rolf Nelson","Democracia, partidos e parlamentarismo, em afonso arinos",NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1994,NA,FILOSOFIA POLÍTICA|DEMOCRACIA|PARLAMENTARISMO|PARTIDOS POLÍTICOS (PROCESSO POLÍTICO)
739359,"Ayrosa, Gustavo Muller","Giannotti, José Arthur",Correspondencia entre Leibniz e Arnauld,"seleção das cartas, tradução e introdução",NA,NA,Dissertação (Mestrado),FILOSOFIA,1993,NA,FILOSOFIA MODERNA
739361,"Azevedo, Ricardo Marques de","Kossovitch, Leon",Metropole e abstracao,NA,NA,NA,Tese (Doutorado),FILOSOFIA,1993,NA,FILOSOFIA MODERNA|TEOLOGIA|FILOSOFIA DA ARTE
739374,"Cunha, Marcos Wagner da","Felício, Vera Lúcia Gonçalves",Genealogia do real,NA,NA,NA,Tese (Doutorado),FILOSOFIA,1993,NA,FILOSOFIA|GENEALOGIA
739382,"Cuter, João Vergílio Gallenari","Santos, Luis Henrique Lopes dos",A teoria da figuração e a teoria dos tipos,o tractatus no contexto do projeto logicista,NA,NA,Tese (Doutorado),FILOSOFIA,1993,NA,FILOSOFIA (HISTÓRIA)|EPISTEMOLOGIA
739412,"Costa, Ina Camargo","Arantes, Otilia Beatriz Fiori",Teatro epico no brasil,de forca produtiva a artigo de consumo,NA,NA,Tese (Doutorado),FILOSOFIA,1993,NA,FILOSOFIA|FILOSOFIA POLÍTICA|TEATRO BRASILEIRO
739447,"Macedo Júnior, Ronaldo Porto","Giannotti, José Arthur",Carl schmitt e a fundamentacao do direito,a formacao do dicisionismo institucionalista schmittiano entre os anos 1920-1940,NA,NA,Dissertação (Mestrado),FILOSOFIA,1993,NA,EPISTEMOLOGIA|NAZISMO|TEORIA DO DIREITO
739800,"Bensusan, Hilan Nissior","Santos, Luiz Henrique Lopes dos",Argumento do milagre e a explicacao do sucesso da ciencia,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1994,NA,EPISTEMOLOGIA|FILOSOFIA DA CIÊNCIA
739848,"Bezerra, Valter Alnis","Mariconda, Pablo Ruben",Problemas e seus problemas,a estrutura e a dinamica da ciencia vistas sob o enfoque de solucao de problemas,NA,NA,Dissertação (Mestrado),FILOSOFIA,1994,NA,EPISTEMOLOGIA|FILOSOFIA DA CIÊNCIA
739867,"Ibri, Ivo Assad","Silva, Franklin Leopoldo e",Kosmo poietikos,criacao e descoberta na filosofia de charles peirce,NA,NA,Tese (Doutorado),FILOSOFIA,1994,NA,LÓGICA|AMOR
739873,"Queiroz, Everardo Nobrega de","Chiappin, Jose Raimundo Novaes","Newell e simon, racionalidade e a solucao de problemas",a teoria cientifica da racionalidade em inteligencia artificial,NA,NA,Dissertação (Mestrado),FILOSOFIA,1994,NA,INTELIGÊNCIA ARTIFICIAL|FILOSOFIA|EPISTEMOLOGIA|FILOSOFIA DA CIÊNCIA|INTELIGÊNCIA
739925,"Araujo, Paulo Roberto Monteiro de","Silva, Franklin Leopoldo e",Fragmentacao da eticidade na sociedade civil burguesa na filosofia do direito de hegel,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1994,NA,ÉTICA|FILOSOFIA CONTEMPORÂNEA|FILOSOFIA DO DIREITO
740231,"Novaes Filho, Moacyr Ayres","Santos, Luiz Henrique Lopes dos",Eternidade e tempo no livro xi das confissões de Augustinho de Hispona,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1993,NA,FILOSOFIA MEDIEVAL|TEOLOGIA|PSICOLOGIA
740294,"Golberg, Sonia Salzstein","Chauí, Marilena de Souza","Arte, instituicao e modernizacao cultural no brasil",uma experiencia institucional,NA,NA,Dissertação (Mestrado),FILOSOFIA,1994,NA,FILOSOFIA CONTEMPORÂNEA|FILOSOFIA DA ARTE
740358,"Oliveira, José Carlos Pinto de","Santos, Luiz Henrique Lopes dos","Epistemologia, gênese e justificação",um ensaio sobre o empirismo,NA,NA,Tese (Doutorado),FILOSOFIA,1994,NA,FILOSOFIA|FILOSOFIA CONTEMPORÂNEA
740481,"Rouanet, Luiz Paulo","Silva, Franklin Leopoldo e",Paz perpetua,estudo sobre o pensamento politico kantiano,NA,NA,Dissertação (Mestrado),FILOSOFIA,1993,NA,FILOSOFIA|FILOSOFIA POLÍTICA|FILOSOFIA MODERNA|IDEOLOGIA POLÍTICA
740535,"Pinto, Debora Cristina Morato","Silva, Franklin Leopoldo e","Espaco, percepcao e inteligencia",bergson e a formacao da consciencia empirica humana,NA,NA,Dissertação (Mestrado),FILOSOFIA,1994,NA,EPISTEMOLOGIA|FILOSOFIA CONTEMPORÂNEA|LIBERDADE|INTELIGÊNCIA
740546,"Monteiro, Mariana Francisca Martins","Matos, Olgária Chain Feres",Natureza e artificio no bale de acao,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1995,NA,FILOSOFIA|DANÇA|BALÉ
740955,"Coelho, Antonio Mariano Nogueira","Costa, Newton Carneiro Affonso da",Identificacao efetiva de estruturas,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1994,NA,FILOSOFIA|FILOSOFIA DA CIÊNCIA
741233,"Werle, Marco Aurelio","Knoll, Victor","Noção da poesia em holderlin, segundo Heidegger",NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1995,NA,FILOSOFIA|PENSAMENTO
741235,"Fonseca, Thelma Silveira da Mota Lessa da","Moura, Carlos Alberto da Fonseca",Problema da linguagem em nietzsche,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1994,NA,FILOSOFIA|FILOSOFIA DA LINGUAGEM|FILOSOFIA CONTEMPORÂNEA|RETÓRICA
741295,"Limongi, Maria i de Magalhaes Papaterra","Prado Jr., Bento",Pulsao e seu conceito na metapsicologia freudiana,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1994,NA,FILOSOFIA|PSICOLOGIA (FILOSOFIA;TEORIA)|PULSÃO
741341,"Chaves-Tannus, Marcio","Costa, Newton Carneiro Affonso da",Modelo medieval de aplicacao da logica a moral,a etica de pedro abelardo,NA,NA,Tese (Doutorado),FILOSOFIA,1994,NA,LÓGICA|ÉTICA|FILOSOFIA MEDIEVAL
741360,"Araújo, Cícero Romao Resende","Monteiro, João Paulo",Teoria humana das virtudes e o contexto jusnaturalista,NA,NA,NA,Tese (Doutorado),FILOSOFIA,1994,NA,EPISTEMOLOGIA
741365,"Baptista, Ligia Pavan","Nascimento, Milton Meira do",Da criacao exnhilos ao artefacto do estado,a genese do estado em hobbes,NA,NA,Dissertação (Mestrado),FILOSOFIA,1994,NA,FILOSOFIA|FILOSOFIA POLÍTICA|FILOSOFIA MODERNA
741368,"Barra, Eduardo Salles de Oliveira","Mariconda, Pablo Ruben",Philosophiae,o conceito de forca na filosofia natural de newton,NA,NA,Dissertação (Mestrado),FILOSOFIA,1994,NA,FILOSOFIA|FILOSOFIA DA CIÊNCIA
741490,"Plastino, Caetano Ernesto","Santos, Luiz Henrique Lopes dos",Realismo e anti-realismo acerca da ciencia,consideracoes filosoficas sobre o valor cognitivo da ciencia,NA,NA,Tese (Doutorado),FILOSOFIA,1995,NA,FILOSOFIA|REALISMO
741680,"Correa, Paula da Cunha","Franco, Maria Sylvia de Carvalho",Armas e varoes,na lirica de arquilico de paros,NA,NA,Tese (Doutorado),FILOSOFIA,1995,NA,LITERATURA GREGA CLÁSSICA|LITERATURA GREGA (HISTÓRIA E CRÍTICA)|POESIA
741793,"Santi, Pedro Ribeiro de","Gabbi Jr., Osmyr Faria",Conceito de fantasia na obra de sigmund freud,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1995,NA,PSICANÁLISE
741946,"Eva, Luiz Antonio Alves","Silva, Oswaldo Porchat de Assis Pereira da",Montaigne e o ceticismo na apologia de raymond sebond,NA,NA,NA,Dissertação (Mestrado),FILOSOFIA,1993,NA,FILOSOFIA|CETICISMO|FILOSOFIA DO RENASCIMENTO
